时间,城市,音乐剧,卡司,剧院
2023-12-13 19:30,上海,#0528,温升宝 林大钦 王颢珏,星空间28号·好好有戏小剧场
2023-12-13 19:30,北京,迷雾山庄,梁汉 李信 张家祺 张导正 曹义昊,77文创园剧场-77剧场
2023-12-13 19:30,广州,阿波罗尼亚,杨宇威 李秋盟 杜牧,阿波罗尼亚·广州馆
2023-12-14 19:30,上海,唐人街探案1,毛二 张博俊 周一男 刘岩 钱安琪 张烜尔 周波 薛尚文 王壹 冯文彦 白一博 孙金瀚 杨琳 张呈吉 高旭 罗晓筱,云峰剧院
2023-12-14 19:30,上海,女神在看,宗俊涛 高杨 遇泓羊 张琦铭 白瀚祥 毛寅东 周惠怡,人民大舞台
2023-12-14 19:30,上海,嗜血博士,马灵奇 田野 洪果,星空间1023号·涵金小剧场
2023-12-14 19:30,上海,桑塔露琪亚,牛博为 姜崃 朱亮,星空间6号·一台好戏小剧场
2023-12-14 19:30,上海,阿波罗尼亚,施博威 徐步超 李存贤,星空间1号·一台好戏小剧场
2023-12-14 19:30,上海,LIZZIE丽兹,严小北 张沁丹 冯远 党韫葳,星空间11号·MOriginal Box
2023-12-14 19:30,上海,两个人的谋杀,庞盛之 徐奕然,上海话剧艺术中心D6空间
2023-12-14 19:30,上海,双重危机,范金锴 潘龙,星空间19号
2023-12-14 19:30,上海,当你心动时,许昌泰 万钰彬 黄可,星空间12号·耶比剧场
2023-12-14 19:30,上海,疯子与赞美诗,张铎 朱家鹏,星空间111号·墨剧场
2023-12-14 19:30,北京,迷雾山庄,梁汉 陆艺火 唐浩瑜 凌梦 左慈婧,77文创园剧场-77剧场
2023-12-14 19:30,成都,阿波罗尼亚,郑金铠 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-12-14 19:30,广州,阿波罗尼亚,陈科铭 王常凯 杜牧,阿波罗尼亚·广州馆
2023-12-14 19:30,南京,将进酒,郑云龙 喻越越 张傲生 张诗漫 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-14 19:30,无锡,醉后赢家,余镇鳌 付翔 何岳城 孙叶雨,无锡大剧院歌剧厅
2023-12-15 14:00,成都,熊猫,,熊猫剧院
2023-12-15 19:30,上海,唐人街探案1,张智涵 遇泓羊 王敏辉 鞠红川 宁梦恬 党韫葳 唐超 孙博 王壹 李泓辰 钱蒙楠 袁野 姚一依 陈孟君 张忆亚 马小乔,云峰剧院
2023-12-15 19:30,上海,阴天,钟舜傲 李炜铃 郭嘉轩,上海共舞台
2023-12-15 19:30,上海,女神在看,刘岩 高雨晨 赵毅劼 张琦铭 孙欣业 王逸飞 徐瑶,人民大舞台
2023-12-15 19:30,上海,嗜血博士,相征 朱涵彬 潘珏辰,星空间1023号·涵金小剧场
2023-12-15 19:30,上海,桑塔露琪亚,曹牧之 王浩楠 吴以瀚,星空间6号·一台好戏小剧场
2023-12-15 19:30,上海,阿波罗尼亚,施天玮 姜崃 杜航,星空间1号·一台好戏小剧场
2023-12-15 19:30,上海,月亮与六便士,吴俊鹏 黎宛曈 陈旭茂 周钰斐,星空间815号·缪时客小剧场
2023-12-15 19:30,上海,小说,牛博为 汤佳明 田野,星空间115号·缪时客小剧场
2023-12-15 19:30,上海,FLAMES火焰,蔡馨怡 孙豆尔 邵立君,星空间4号·缪时客小剧场
2023-12-15 19:30,上海,辛吉路的画材店,赵钱龙 姜义哲 吴志军,星空间2号·好好有戏剧场
2023-12-15 19:30,上海,嘿！亚利桑那,冯远 李磊 张艺 王玙璠 褚俊驰 孙金瀚 智博闻,嘿！亚利桑那
2023-12-15 19:30,上海,Little Jack小杰克,顾易 黄可,ARK LIVE HOUSE
2023-12-15 19:30,上海,两个人的谋杀,翟松 广家伟,上海话剧艺术中心D6空间
2023-12-15 19:30,上海,双重危机,庞盛之 李存贤,星空间19号
2023-12-15 19:30,上海,少年歌行梵音谣,周宇杰 范浩泽 赵嘉豪 王梓,星空间81号·白剧场
2023-12-15 19:30,上海,梦微之,许昌泰 赵洪博,星空间33号 鲸·剧场
2023-12-15 19:30,上海,#0528,王禹桐 徐步超 刘瀚聪,星空间28号·好好有戏小剧场
2023-12-15 19:30,上海,疯子与赞美诗,张铎 张琛,星空间111号·墨剧场
2023-12-15 19:30,北京,摇滚莫扎特,张淇 胡浩 满江 王梓庭 王赛罕娜 蔡忻如 卞佳平 王艺 马文亮 魏驿欢 蒋梦诗 阿妮尔 郑正 钟文斌 张芷妍 宋煊宁,天桥艺术中心大剧场
2023-12-15 19:30,北京,迷雾山庄,梁汉 陆艺火 张家祺 张导正 左慈婧,77文创园剧场-77剧场
2023-12-15 19:30,成都,阿波罗尼亚,郑金铠 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-12-15 19:30,成都,灯塔,廖城志 赵奕然 罗涣涣,西部文化产业中心·鲸剧场
2023-12-15 19:30,成都,致命旋律,杨博皓 王佑名 杜舟 项倩,成都开心麻花9剧场
2023-12-15 19:30,广州,阿波罗尼亚,杨宇威 王常凯 李坤嘉,阿波罗尼亚·广州馆
2023-12-15 19:30,武汉,灯塔,曾阵 张鑫澳 汤俊军,武汉剧院小剧场
2023-12-15 19:30,武汉,蝶变,钱安琪 张沁丹 付世刚,武汉剧院
2023-12-15 19:30,南京,将进酒,李炜鹏 毋子玥 张傲生 许嘉芸 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-15 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-15 19:30,杭州,无法访问,盛可欣 左一平 王智威 张淼龙,杭州西戏·XIXI LIVE
2023-12-15 19:30,杭州,我的遗愿清单,蔡淇 邵玎,杭州东坡大剧院
2023-12-15 19:30,重庆,献给阿尔吉侬的花束,于晓璘 吕润桐 郭俊宇 孙礼杰 连江维 赵霄汉 邵奕磊 丁辰西 赵嘉艳,施光南大剧院
2023-12-15 20:00,深圳,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,深圳开心麻花红山剧场大剧场
2023-12-16 14:00,上海,唐人街探案1,高杨 刘阳 元佳辰 赵禹钧 李梓溪 马小乔 周波 郭洧江 霍京晖 冯文彦 白一博 宋元明 姚一依 张呈吉 高旭 罗晓筱,云峰剧院
2023-12-16 14:00,成都,熊猫,,熊猫剧院
2023-12-16 14:00,南京,将进酒,李炜鹏 喻越越 张傲生 许嘉芸 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-16 14:00,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-16 14:30,上海,女神在看,刘岩 高雨晨 赵毅劼 张琦铭 孙金瀚 毛寅东 徐瑶,人民大舞台
2023-12-16 14:30,上海,嗜血博士,缪卓凡 徐佳文 贾景伊,星空间1023号·涵金小剧场
2023-12-16 14:30,上海,小说,相征 施天玮 苗宸宇,星空间115号·缪时客小剧场
2023-12-16 14:30,上海,FLAMES火焰,廖婧媛 田野 汤佳明,星空间4号·缪时客小剧场
2023-12-16 14:30,上海,辛吉路的画材店,赵钱龙 于滨嘉 顾易,星空间2号·好好有戏剧场
2023-12-16 14:30,上海,嘿！亚利桑那,冯远 王桓 施哲明 王玙璠 褚俊驰 唐超 陈旭茂,嘿！亚利桑那
2023-12-16 14:30,上海,摇滚太白·诗与星,胥子含 易群 许诗翊,星空间407号·她剧场
2023-12-16 14:30,上海,梦微之,沈育奇 卢翰林,星空间33号 鲸·剧场
2023-12-16 14:30,上海,#0528,姜义哲 林大钦 王浩楠,星空间28号·好好有戏小剧场
2023-12-16 14:30,上海,当你心动时,马灵奇 赵辰睿 葛洧吟,星空间12号·耶比剧场
2023-12-16 14:30,上海,疯子与赞美诗,项裕 朱家鹏,星空间111号·墨剧场
2023-12-16 14:30,北京,摇滚莫扎特,张淇 胡浩 满江 王梓庭 王赛罕娜 蔡忻如 卞佳平 王艺 马文亮 魏驿欢 蒋梦诗 阿妮尔 郑正 钟文斌 张芷妍 宋煊宁,天桥艺术中心大剧场
2023-12-16 14:30,北京,迷雾山庄,梁汉 张腾 张家祺 张导正 左慈婧,77文创园剧场-77剧场
2023-12-16 14:30,成都,灯塔,杨博皓 周靖杰 杜舟,西部文化产业中心·鲸剧场
2023-12-16 14:30,南京,求婚女王,,浦口区融媒体中心剧场
2023-12-16 14:30,杭州,无法访问,盛可欣 左一平 王智威 张淼龙,杭州西戏·XIXI LIVE
2023-12-16 15:00,深圳,醉后赢家,杨君军 王子艺 覃一凡 王嘉 于佳鑫,万象天地剧场
2023-12-16 15:00,深圳,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,深圳开心麻花红山剧场大剧场
2023-12-16 17:00,上海,LIZZIE丽兹,张会芳 丁臻滢 陈姝月 王洁璐,星空间11号·MOriginal Box
2023-12-16 19:30,上海,唐人街探案1,蛋蛋 张博俊 赵洪博 刘岩 严小北 李佳音 唐超 薛尚文 张栩晟 王逸飞 车鸣笛 袁野 姚一依 李子涵 张忆亚 贾景伊,云峰剧院
2023-12-16 19:30,上海,阴天,钟舜傲 李炜铃 赵伟钢,上海共舞台
2023-12-16 19:30,上海,女神在看,宗俊涛 高杨 遇泓羊 张琦铭 白瀚祥 徐步超 周惠怡,人民大舞台
2023-12-16 19:30,上海,嗜血博士,杨皓晨 钱蒙楠 洪果,星空间1023号·涵金小剧场
2023-12-16 19:30,上海,桑塔露琪亚,牛博为 姜崃 陈志,星空间6号·一台好戏小剧场
2023-12-16 19:30,上海,月亮与六便士,吴俊鹏 陈旭 陈旭茂 卓群,星空间815号·缪时客小剧场
2023-12-16 19:30,上海,FLAMES火焰,刘乙萱 纪晓坤 顾易,星空间4号·缪时客小剧场
2023-12-16 19:30,上海,辛吉路的画材店,徐杭 戴家晟 吴志军,星空间2号·好好有戏剧场
2023-12-16 19:30,上海,灯塔,周一男 孙博 脱骁尧,星空间9号·鲸剧场
2023-12-16 19:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 张艺 于梦滢 高旭 宋凯文 高尔金宝音,嘿！亚利桑那
2023-12-16 19:30,上海,两个人的谋杀,庞盛之 徐奕然,上海话剧艺术中心D6空间
2023-12-16 19:30,上海,少年歌行梵音谣,汤邵文 诸葛北辰 赵嘉豪 王天乐,星空间81号·白剧场
2023-12-16 19:30,上海,梦微之,许昌泰 叶宇锋,星空间33号 鲸·剧场
2023-12-16 19:30,上海,#0528,江泽辰 于滨嘉 李珏,星空间28号·好好有戏小剧场
2023-12-16 19:30,上海,当你心动时,徐佳文 施博威 黄可,星空间12号·耶比剧场
2023-12-16 19:30,上海,疯子与赞美诗,傅祥安 钟子崴,星空间111号·墨剧场
2023-12-16 19:30,北京,摇滚莫扎特,张淇 胡浩 满江 王梓庭 王赛罕娜 蔡忻如 卞佳平 王艺 马文亮 魏驿欢 蒋梦诗 阿妮尔 郑正 钟文斌 张芷妍 宋煊宁,天桥艺术中心大剧场
2023-12-16 19:30,北京,艺术区,,小柯剧场
2023-12-16 19:30,北京,迷雾山庄,李昊阳 李信 唐浩瑜 张导正 左慈婧,77文创园剧场-77剧场
2023-12-16 19:30,北京,婚礼歌手,王帅 鲁芳岐 帕赛 李想 吕思含 刘治威 文颖倩 乌尼思 赵梓岑,朝阳剧场
2023-12-16 19:30,成都,阿波罗尼亚,王博睿 赵嘉恒 杜牧,西部文化产业中心·一台好戏小剧场
2023-12-16 19:30,成都,致命旋律,张金鑫 王佑名 周靖杰 项倩,成都开心麻花9剧场
2023-12-16 19:30,广州,阿波罗尼亚,陈科铭 张毅凯 李坤嘉,阿波罗尼亚·广州馆
2023-12-16 19:30,武汉,灯塔,韩佳旭 张鑫澳 刘秫呈,武汉剧院小剧场
2023-12-16 19:30,武汉,蝶变,叶嘉雯 张沁丹 付世刚,武汉剧院
2023-12-16 19:30,南京,将进酒,郑云龙 毋子玥 张傲生 张诗漫 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-16 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-16 19:30,南京,求婚女王,,浦口区融媒体中心剧场
2023-12-16 19:30,杭州,无法访问,陈芙蓉 陈棋尔 王智威 张淼龙,杭州西戏·XIXI LIVE
2023-12-16 19:30,杭州,我的遗愿清单,蔡淇 邵玎,杭州东坡大剧院
2023-12-16 19:30,重庆,献给阿尔吉侬的花束,于晓璘 吕润桐 郭俊宇 孙礼杰 连江维 赵霄汉 邵奕磊 丁辰西 赵嘉艳,施光南大剧院
2023-12-16 20:00,深圳,醉后赢家,杨君军 王子艺 覃一凡 王嘉 于佳鑫,万象天地剧场
2023-12-16 20:00,深圳,恋爱吧！人类,刘政 王雨姝 林瀚青 罗月宁,深圳开心麻花红山剧场大剧场
2023-12-17 14:00,上海,LIZZIE丽兹,严小北 杜鑫艳 李梓溪 王艺鸥,星空间11号·MOriginal Box
2023-12-17 14:00,上海,两个人的谋杀,庞盛之 徐奕然,上海话剧艺术中心D6空间
2023-12-17 14:00,成都,熊猫,,熊猫剧院
2023-12-17 14:00,南京,将进酒,李炜鹏 喻越越 于晓璘 张诗漫 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-17 14:30,上海,女神在看,施哲明 夏阳 赵毅劼 张琦铭 白瀚祥 毛寅东 张会芳,人民大舞台
2023-12-17 14:30,上海,嗜血博士,马灵奇 汤佳明 葛洧吟,星空间1023号·涵金小剧场
2023-12-17 14:30,上海,月亮与六便士,孙豆尔 黎宛曈 陈旭茂 周钰斐,星空间815号·缪时客小剧场
2023-12-17 14:30,上海,小说,牛博为 施天玮 田野,星空间115号·缪时客小剧场
2023-12-17 14:30,上海,FLAMES火焰,刘乙萱 纪晓坤 顾易,星空间4号·缪时客小剧场
2023-12-17 14:30,上海,辛吉路的画材店,李珏 董豫辰 车鸣笛,星空间2号·好好有戏剧场
2023-12-17 14:30,上海,嘿！亚利桑那,冯远 舒荣波 刘勃汐 王玙璠 连江维 宋凯文 高尔金宝音,嘿！亚利桑那
2023-12-17 14:30,上海,摇滚太白·诗与星,左一平 陈姝月 许诗翊,星空间407号·她剧场
2023-12-17 14:30,上海,少年歌行梵音谣,周宇杰 范浩泽 王桓 李春胤,星空间81号·白剧场
2023-12-17 14:30,上海,#0528,温升宝 吴志军 徐杭,星空间28号·好好有戏小剧场
2023-12-17 14:30,上海,当你心动时,许昌泰 施博威 黄可,星空间12号·耶比剧场
2023-12-17 14:30,上海,疯子与赞美诗,项裕 朱家鹏,星空间111号·墨剧场
2023-12-17 14:30,北京,摇滚莫扎特,张淇 胡浩 满江 王梓庭 王赛罕娜 蔡忻如 卞佳平 王艺 马文亮 魏驿欢 蒋梦诗 阿妮尔 郑正 钟文斌 张芷妍 宋煊宁,天桥艺术中心大剧场
2023-12-17 14:30,北京,秋裤和擀面杖,张赛怡 于洋 孙一城 吴勃臻 王晶,时间剧场TIME THEATRE
2023-12-17 14:30,北京,迷雾山庄,李昊阳 张腾 刘朱烨 凌梦 曹义昊,77文创园剧场-77剧场
2023-12-17 14:30,北京,婚礼歌手,王帅 鲁芳岐 帕赛 马凯漪 郭禹良 董韦凯 刘思纤 乌尼思 赵梓岑,朝阳剧场
2023-12-17 14:30,成都,灯塔,廖城志 王世鑫 范杰,西部文化产业中心·鲸剧场
2023-12-17 14:30,成都,致命旋律,王博睿 樊哲 周靖杰 项倩,成都开心麻花9剧场
2023-12-17 14:30,杭州,无法访问,陈芙蓉 陈棋尔 王智威 张淼龙,杭州西戏·XIXI LIVE
2023-12-17 15:00,深圳,醉后赢家,杨君军 王子艺 覃一凡 王嘉 于佳鑫,万象天地剧场
2023-12-17 16:00,北京,艺术区,,小柯剧场
2023-12-17 16:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-17 17:00,上海,LIZZIE丽兹,丁辰西 马小乔 李梓溪 王洁璐,星空间11号·MOriginal Box
2023-12-17 19:30,上海,阴天,钟舜傲 李炜铃 郭嘉轩,上海共舞台
2023-12-17 19:30,上海,女神在看,宗俊涛 高雨晨 赵伟钢 张琦铭 孙金瀚 徐步超 徐瑶,人民大舞台
2023-12-17 19:30,上海,嗜血博士,顾易 钱蒙楠 蔡馨怡,星空间1023号·涵金小剧场
2023-12-17 19:30,上海,桑塔露琪亚,曹牧之 王浩楠 陈志,星空间6号·一台好戏小剧场
2023-12-17 19:30,上海,阿波罗尼亚,徐佳文 朱亚洲 李存贤,星空间1号·一台好戏小剧场
2023-12-17 19:30,上海,月亮与六便士,孙豆尔 沈恬 陈旭茂 邹子月,星空间815号·缪时客小剧场
2023-12-17 19:30,上海,小说,相征 霍泽安 汤邵文,星空间115号·缪时客小剧场
2023-12-17 19:30,上海,FLAMES火焰,钱安琪 纪晓坤 汤佳明,星空间4号·缪时客小剧场
2023-12-17 19:30,上海,辛吉路的画材店,赵钱龙 于滨嘉 刘瀚聪,星空间2号·好好有戏剧场
2023-12-17 19:30,上海,灯塔,郭洧江 孙博 张哲豪,星空间9号·鲸剧场
2023-12-17 19:30,上海,阿尔托，梵高,朱微之 施博威 智博闻,星空间17号·NFP小剧场
2023-12-17 19:30,上海,双重危机,范金锴 李政绪,星空间19号
2023-12-17 19:30,上海,梦微之,余镇鳌 李磊,星空间33号 鲸·剧场
2023-12-17 19:30,上海,#0528,王禹桐 左溢 王颢珏,星空间28号·好好有戏小剧场
2023-12-17 19:30,上海,疯子与赞美诗,傅祥安 周一男,星空间111号·墨剧场
2023-12-17 19:30,北京,摇滚莫扎特,张淇 胡浩 满江 王梓庭 王赛罕娜 蔡忻如 卞佳平 王艺 马文亮 魏驿欢 蒋梦诗 阿妮尔 郑正 钟文斌 张芷妍 宋煊宁,天桥艺术中心大剧场
2023-12-17 19:30,北京,迷雾山庄,梁汉 李信 马志睿 凌梦 曹义昊,77文创园剧场-77剧场
2023-12-17 19:30,北京,婚礼歌手,王帅 鲁芳岐 帕赛 李想 吕思含 董韦凯 文颖倩 乌尼思 赵梓岑,朝阳剧场
2023-12-17 19:30,成都,阿波罗尼亚,王博睿 赵嘉恒 杜牧,西部文化产业中心·一台好戏小剧场
2023-12-17 19:30,广州,阿波罗尼亚,陈科铭 张毅凯 李坤嘉,阿波罗尼亚·广州馆
2023-12-17 19:30,武汉,灯塔,黄磊 陈梓煊 王皓,武汉剧院小剧场
2023-12-17 19:30,南京,将进酒,郑云龙 毋子玥 于晓璘 许嘉芸 华英杰 黄冠菘 徐铭聪 赵子璇 王靖棋 杜恒,南京保利大剧院大剧场
2023-12-18 19:30,上海,阿尔托，梵高,施天玮 林大钦 毛寅东,星空间17号·NFP小剧场
2023-12-18 19:30,上海,摇滚太白·诗与星,钱安琪 陈姝月 王珏语涵,星空间407号·她剧场
2023-12-19 19:30,上海,嗜血博士,赵钱龙 王颢珏 钱安琪,星空间1023号·涵金小剧场
2023-12-19 19:30,上海,阿尔托，梵高,朱微之 林大钦 毛寅东,星空间17号·NFP小剧场
2023-12-19 19:30,上海,梦微之,沈育奇 李磊,星空间33号 鲸·剧场
2023-12-19 19:30,上海,致爱,周文嘉 傅祥安,亚洲大厦·星空间黑匣子
2023-12-20 19:30,上海,嗜血博士,杨皓晨 管重昊 潘珏辰,星空间1023号·涵金小剧场
2023-12-20 19:30,上海,桑塔露琪亚,郝李英杰 王浩楠 陈志,星空间6号·一台好戏小剧场
2023-12-20 19:30,上海,阿波罗尼亚,朱亮 邵奕磊 赵霄汉,星空间1号·一台好戏小剧场
2023-12-20 19:30,上海,辛吉路的画材店,温升宝 姜义哲 王颢珏,星空间2号·好好有戏剧场
2023-12-20 19:30,上海,时光代理人,蔡淇 王敏辉 蔡璐 朱佳艳 李泽熙,时光剧场
2023-12-20 19:30,上海,#0528,夏阳 徐步超 李珏,星空间28号·好好有戏小剧场
2023-12-20 19:30,上海,致爱,严小北 赵嘉豪,亚洲大厦·星空间黑匣子
2023-12-20 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-12-20 19:30,广州,阿波罗尼亚,郭洧江 曾鑫 李坤嘉,阿波罗尼亚·广州馆
2023-12-21 14:00,西安,丝路之声,徐栋 年蔓婷 江柏成 孙晶俐 张云轩 吴凯泽 孙紫薇 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2023-12-21 19:30,上海,嗜血博士,马灵奇 徐佳文 钱安琪,星空间1023号·涵金小剧场
2023-12-21 19:30,上海,桑塔露琪亚,赵霄汉 邵奕磊 吴以瀚,星空间6号·一台好戏小剧场
2023-12-21 19:30,上海,阿波罗尼亚,朱亮 朱亚洲 陈志,星空间1号·一台好戏小剧场
2023-12-21 19:30,上海,阿尔托，梵高,钟嘉诚 夏阳 智博闻,星空间17号·NFP小剧场
2023-12-21 19:30,上海,嘿！亚利桑那,马小乔 滕春鹏 王逸飞 于梦滢 郭俊宇 周波 陈旭茂,嘿！亚利桑那
2023-12-21 19:30,上海,青春禁忌游戏,江南 方书剑 项裕 胡迪 孙叶雨,上剧场
2023-12-21 19:30,上海,时光代理人,蔡淇 王敏辉 蔡璐 朱佳艳 张嘉豪,时光剧场
2023-12-21 19:30,上海,致爱,严小北 舒荣波,亚洲大厦·星空间黑匣子
2023-12-21 19:30,上海,疯子与赞美诗,许放星 刘朱烨,星空间111号·墨剧场
2023-12-21 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-12-21 19:30,成都,阿波罗尼亚,唐浩瑜 李政绪 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-12-21 19:30,广州,阿波罗尼亚,郭洧江 曾鑫 李坤嘉,阿波罗尼亚·广州馆
2023-12-21 19:30,武汉,将进酒,郑云龙 喻越越 张傲生 张诗漫 赵晏伯 黄冠菘 徐铭聪 赵丹霓 王靖棋 杜恒,琴台大剧院
2023-12-22 14:00,成都,熊猫,,熊猫剧院
2023-12-22 14:00,西安,丝路之声,徐栋 年蔓婷 江柏成 孙晶俐 张云轩 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2023-12-22 19:30,上海,小说,王培杰 冒海飞 桑可舟,人民大舞台
2023-12-22 19:30,上海,嗜血博士,朱微之 何铭海 洪果,星空间1023号·涵金小剧场
2023-12-22 19:30,上海,阿波罗尼亚,施天玮 姜崃 杜航,星空间1号·一台好戏小剧场
2023-12-22 19:30,上海,月亮与六便士,孙豆尔 沈恬 薛尚文 田梦,星空间815号·缪时客小剧场
2023-12-22 19:30,上海,小说,许昌泰 钱蒙楠 汤邵文,星空间115号·缪时客小剧场
2023-12-22 19:30,上海,FLAMES火焰,卓群 田野 相征,星空间4号·缪时客小剧场
2023-12-22 19:30,上海,辛吉路的画材店,曹屿辰 姜义哲 刘瀚聪,星空间2号·好好有戏剧场
2023-12-22 19:30,上海,蝶变,钱安琪 邓贤凌 付世刚,星空间8号·一台好戏方寸剧场
2023-12-22 19:30,上海,青春禁忌游戏,江南 丁辉 项裕 刘彬濠 严小北,上剧场
2023-12-22 19:30,上海,摇滚太白·诗与星,左一平 张沁丹 许诗翊,星空间407号·她剧场
2023-12-22 19:30,上海,少年歌行梵音谣,周宇杰 沈育奇 王桓 王天乐,星空间81号·白剧场
2023-12-22 19:30,上海,梦微之,余镇鳌 叶宇锋,星空间33号 鲸·剧场
2023-12-22 19:30,上海,时光代理人,蔡淇 王敏辉 蔡璐 郭珍艳 许放星,时光剧场
2023-12-22 19:30,上海,#0528,夏阳 刘政 王浩楠,星空间28号·好好有戏小剧场
2023-12-22 19:30,上海,当你心动时,马灵奇 万钰彬 葛洧吟,星空间12号·耶比剧场
2023-12-22 19:30,上海,致爱,王洁璐 林大钦,亚洲大厦·星空间黑匣子
2023-12-22 19:30,上海,两个人的谋杀,翟松 广家伟,开心麻花U剧场
2023-12-22 19:30,上海,疯子与赞美诗,傅祥安 周一男,星空间111号·墨剧场
2023-12-22 19:30,北京,献给阿尔吉侬的花束,张博俊 郭耀嵘 赵禹钧 孙礼杰 帕赛 曹牧之 唐超 丁辰西 赵嘉艳,天桥艺术中心大剧场
2023-12-22 19:30,北京,艺术区,,小柯剧场
2023-12-22 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 杨佐夫 郭炳琨,蜂巢剧场
2023-12-22 19:30,北京,婚礼歌手,李卓远 鲁芳岐 李子健 马凯漪 郭禹良 董韦凯 刘思纤 乌尼思 赵梓岑,朝阳剧场
2023-12-22 19:30,成都,阿波罗尼亚,唐浩瑜 李政绪 邓欣锐,西部文化产业中心·一台好戏小剧场
2023-12-22 19:30,成都,致命旋律,朱家鹏 樊哲 杜舟 郑婉霞,成都开心麻花9剧场
2023-12-22 19:30,广州,恋爱吧！人类,潘龙 王雨姝 林瀚青 罗月宁,广州南方剧院
2023-12-22 19:30,武汉,将进酒,李炜鹏 陈旭 张傲生 许嘉芸 华英杰 黄冠菘 徐铭聪 赵丹霓 王靖棋 杜恒,琴台大剧院
2023-12-22 19:30,武汉,灯塔,宋凯文 张鑫澳 刘秫呈,武汉剧院小剧场
2023-12-22 19:30,武汉,小说,周靖杰 王博睿 汤俊军,武演新空间（梦时代馆）
2023-12-22 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-22 20:00,北京,我的魔法药水,肖颖婕 孙一城 张智伟 徐天戈,时间剧场TIME THEATRE
2023-12-23 14:00,成都,熊猫,,熊猫剧院
2023-12-23 14:00,武汉,将进酒,郑云龙 陈旭 张傲生 许嘉芸 华英杰 黄冠菘 徐铭聪 赵丹霓 王靖棋 杜恒,琴台大剧院
2023-12-23 14:00,南京,火蔷薇,,花乐逗新街口店9馆
2023-12-23 14:00,西安,丝路之声,徐栋 田恬 江柏成 李佳璐 张云轩 吴凯泽 杨雨婷 孙晶俐 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2023-12-23 14:30,上海,小说,王培杰 冒海飞 桑可舟,人民大舞台
2023-12-23 14:30,上海,嗜血博士,白一博 田野 杨颖,星空间1023号·涵金小剧场
2023-12-23 14:30,上海,月亮与六便士,黄浦申 黎宛曈 薛尚文 盛可欣,星空间815号·缪时客小剧场
2023-12-23 14:30,上海,小说,陈楷 吴俊鹏 杜航,星空间115号·缪时客小剧场
2023-12-23 14:30,上海,FLAMES火焰,卓群 孙豆尔 施博威,星空间4号·缪时客小剧场
2023-12-23 14:30,上海,辛吉路的画材店,李珏 左溢 王颢珏,星空间2号·好好有戏剧场
2023-12-23 14:30,上海,灯塔,霍京晖 孙博 遇泓羊,星空间9号·鲸剧场
2023-12-23 14:30,上海,嘿！亚利桑那,吴杭律 王桓 刘勃汐 王玙璠 高旭 周波 智博闻,嘿！亚利桑那
2023-12-23 14:30,上海,蝶变,胥子含 张沁丹 刘泽星,星空间8号·一台好戏方寸剧场
2023-12-23 14:30,上海,青春禁忌游戏,江南 丁辉 项裕 刘彬濠 严小北,上剧场
2023-12-23 14:30,上海,摇滚太白·诗与星,左一平 易群 许诗翊,星空间407号·她剧场
2023-12-23 14:30,上海,时光代理人,纪晓坤 郭虹旭 蔡璐 朱佳艳 李泽熙,时光剧场
2023-12-23 14:30,上海,致爱,王洁璐 林大钦,亚洲大厦·星空间黑匣子
2023-12-23 14:30,上海,两个人的谋杀,翟松 广家伟,开心麻花U剧场
2023-12-23 14:30,上海,疯子与赞美诗,许放星 刘朱烨,星空间111号·墨剧场
2023-12-23 14:30,北京,献给阿尔吉侬的花束,张博俊 郭耀嵘 赵禹钧 孙礼杰 帕赛 曹牧之 唐超 丁辰西 赵嘉艳,天桥艺术中心大剧场
